63,Pinyin,0,40,Wǒjiā dàmén cháng dǎkāi kāifàng huáibào děng nǐ,9
64,Chinese,1,40,我家大门常打开开放怀抱等你,10
65,Pinyin,0,41,yǒngbàoguò jiù yǒule mòqì nǐ huì ài shàng zhèlǐ,9
66,Chinese,1,41,拥抱过就有了默契你会爱上这里,10
67,Pinyin,0,42,bùguǎn yuǎnjìn dōu shì kèrén qǐng bùyòng kèqì,9
68,Chinese,1,42,不管远近都是客人请不用客气,10
69,Pinyin,0,43,xiāngyuē hǎole zài yīqǐ wǒmen huānyíng nǐ,9
70,Chinese,1,43,相约好了再一起我们欢迎你,10
71,Pinyin,0,44,běijīng huānyíng nǐ wèi nǐ kāitiānpìdì,9
72,Chinese,1,44,北京欢迎你为你开天辟地,10
73,Pinyin,0,45,liúdòng zhōng de mèilì chōngmǎnzhe zhāoqì,9
74,Chinese,1,45,流动中的魅力充满着朝气,10
75,Pinyin,0,46,běijīng huānyíng nǐ zài tàiyáng xià fēnxiǎng hūxī,9
76,Chinese,1,46,北京欢迎你在太阳下分享呼吸,10
77,Pinyin,0,47,zài huáng tǔdì shuāxīn chéngjī,9
78,Chinese,1,47,在黄土地刷新成绩,10
79,Pinyin,0,48,♫,9
80,Chinese,1,48,♫,10
81,Pinyin,0,49,wǒjiā dàmén cháng dǎkāi kāihuái róngnà tiāndì,9
82,Chinese,1,49,我家大门常打开开怀容纳天地,10
83,Pinyin,0,50,suìyuè zhànfàng qīngchūn xiàoróng yíngjiē zhège rìqí,9
84,Chinese,1,50,岁月绽放青春笑容迎接这个日期,10
85,Pinyin,0,51,tiān dàdì dàdū shì péngyǒu qǐng bùyòng kèqì,9
86,Chinese,1,51,天大地大都是朋友请不用客气,10
87,Pinyin,0,52,huàyì shī qíng dài xiào yì zhǐ wèi děngdài nǐ,9
88,Chinese,1,52,画意诗情带笑意只为等待你,10
89,Pinyin,0,53,běijīng huānyíng nǐ xiàng yīnyuè gǎndòng nǐ,9
90,Chinese,1,53,北京欢迎你像音乐感动你,10
91,Pinyin,0,54,ràng wǒmen dōu jiāyóu qù chāoyuè zìjǐ,9
92,Chinese,1,54,让我们都加油去超越自己,10
93,Pinyin,0,55,běijīng huānyíng nǐ yǒu mèngxiǎng shuí dōu liǎobùqǐ,9
94,Chinese,1,55,北京欢迎你有梦想谁都了不起,10
95,Pinyin,0,56,yǒu yǒngqì jiù huì yǒu qíjī,9
96,Chinese,1,56,有勇气就会有奇迹,10
97,Pinyin,0,57,běijīng huānyíng nǐ wèi nǐ kāitiānpìdì,9
98,Chinese,1,57,北京欢迎你为你开天辟地,10
99,Pinyin,0,58,liúdòng zhōng de mèilì chōngmǎnzhe zhāoqì,9
100,Chinese,1,58,流动中的魅力充满着朝气,10
101,Pinyin,0,59,běijīng huānyíng nǐ zài tàiyáng xià fēnxiǎng hūxī,9
102,Chinese,1,59,北京欢迎你在太阳下分享呼吸,10
103,Pinyin,0,60,zài huáng tǔdì shuāxīn chéng jī,9
104,Chinese,1,60,在黄土地刷新成绩,10
105,Pinyin,0,61,běijīng huānyíng nǐ xiàng yīnyuè gǎndòng nǐ,9
106,Chinese,1,61,北京欢迎你像音乐感动你,10
107,Pinyin,0,62,ràng wǒmen dōu jiāyóu qù chāoyuè zìjǐ,9
108,Chinese,1,62,让我们都加油去超越自己,10
109,Pinyin,0,63,běijīng huānyíng nǐ yǒu mèngxiǎng shuí dōu liǎobùqǐ,9
110,Chinese,1,63,北京欢迎你有梦想谁都了不起,10
111,Pinyin,0,64,yǒu yǒngqì jiù huì yǒu qíjī,9
112,Chinese,1,64,有勇气就会有奇迹,10
113,Pinyin,0,65,běijīng huānyíng nǐ yǒu mèngxiǎng shuí dōu liǎobùqǐ,9
114,Chinese,1,65,北京欢迎你有梦想谁都了不起,10
115,Pinyin,0,66,yǒu yǒngqì jiù huì yǒu qíjī,9
116,Chinese,1,66,有勇气就会有奇迹,10
117,Pinyin,0,67,běijīng huānyíng nǐ yǒu mèngxiǎng shuí dōu liǎo bù qǐ,9
118,Chinese,1,67,北京欢迎你有梦想谁都了不起,10
119,Pinyin,0,68,yǒu yǒngqì jiù huì yǒu qíjī,9
120,Chinese,1,68,有勇气就会有奇迹,10
121,Chinese,0,69,我种下一颗种子,11
122,Pinyin,1,69,wǒ zhǒng xià yī kē zhǒngzǐ,12
123,Chinese,0,70,终于长出了果实,11
124,Pinyin,1,70,zhōngyú zhǎng chūle guǒshí,12
125,Chinese,0,71,今天是个伟大日子,11
126,Pinyin,1,71,jīntiān shìgè wěidà rìzi,12
127,Chinese,0,72,摘下星星送给你,11
128,Pinyin,1,72,zhāi xià xīngxīng sòng gěi nǐ,12
129,Chinese,0,73,拽下月亮送给你,11
130,Pinyin,1,73,zhuāi xià yuèliàng sòng gěi nǐ,12
131,Chinese,0,74,让太阳每天为你升起,11
132,Pinyin,1,74,ràng tàiyáng měitiān wèi nǐ shēng qǐ,12
133,Chinese,0,75,变成蜡烛燃烧自己 只为照亮你,11
134,Pinyin,1,75,biàn chéng làzhú ránshāo zìjǐ zhǐ wéi zhào liàng nǐ,12
135,Chinese,0,76,把我一切都献给你 只要你欢喜,11
136,Pinyin,1,76,bǎ wǒ yīqiè dōu xiàn gěi nǐ zhǐyào nǐ huānxǐ,12
137,Chinese,0,77,你让我每个明天都 变得有意义,11
138,Pinyin,1,77,nǐ ràng wǒ měi gè míngtiān dū biàn dé yǒu yìyì,12
139,Chinese,0,78,生命虽短爱你永远,11
140,Pinyin,1,78,shēngmìng suī duǎn ài nǐ yǒngyuǎn,12
141,Chinese,0,79,不离不弃,11
142,Pinyin,1,79,bù lì bù qì,12
143,Chinese,0,80,你是我的小呀小苹果儿,11
144,Pinyin,1,80,nǐ shì wǒ de xiǎo ya xiǎo píngguǒ er,12
145,Chinese,0,81,怎么爱你都不嫌多,11
146,Pinyin,1,81,zěnme ài nǐ dōu bù xián duō,12
147,Chinese,0,82,红红的小脸儿温暖我的心窝,11
148,Pinyin,1,82,hóng hóng de xiǎo liǎn er wēnnuǎn wǒ de xīnwō,12
149,Chinese,0,83,点亮我生命的火 ,11
150,Pinyin,1,83,diǎn liàng wǒ shēngmìng de huǒ ,12
151,Chinese,0,84,火火火火火,11
152,Pinyin,1,84,huǒ huǒ huǒ huǒ huǒ,12
153,Chinese,0,85,你是我的小呀小苹果儿,11
154,Pinyin,1,85,nǐ shì wǒ de xiǎo ya xiǎo píngguǒ er,12
155,Chinese,0,86,就像天边最美的云朵,11
156,Pinyin,1,86,jiù xiàng tiānbiān zuìměi de yúnduǒ,12
157,Chinese,0,87,春天又来到了花儿开满山坡,11
158,Pinyin,1,87,chūntiān yòu lái dàole huā er kāi mǎn shānpō,12
159,Chinese,0,88,种下希望就会收获,11
160,Pinyin,1,88,zhǒng xià xīwàng jiù huì shōuhuò,12
161,Chinese,0,89,从不觉得你讨厌,11
162,Pinyin,1,89,cóng bù juédé nǐ tǎoyàn,12
163,Chinese,0,90,你的一切都喜欢,11
164,Pinyin,1,90,nǐ de yīqiè dōu xǐhuān,12
165,Chinese,0,91,有你的每天都新鲜,11
166,Pinyin,1,91,yǒu nǐ de měitiān dū xīnxiān,12
167,Chinese,0,92,有你阳光更灿烂,11
168,Pinyin,1,92,yǒu nǐ yángguāng gèng cànlàn,12
169,Chinese,0,93,有你黑夜不黑暗,11
170,Pinyin,1,93,yǒu nǐ hēiyè bù hēi'àn,12
171,Chinese,0,94,你是白云我是蓝天,11
172,Pinyin,1,94,nǐ shì báiyún wǒ shì lántiān,12
173,Chinese,0,95,春天和你漫步在盛开的 花丛间,11
174,Pinyin,1,95,chūntiān hé nǐ mànbù zài shèngkāi de huācóng jiān,12
175,Chinese,0,96,夏天夜晚陪你一起看 星星眨眼,11
176,Pinyin,1,96,xiàtiān yèwǎn péi nǐ yīqǐ kàn xīngxīng zhǎyǎn,12
177,Chinese,0,97,秋天黄昏与你徜徉在 金色麦田,11
178,Pinyin,1,97,qiūtiān huánghūn yǔ nǐ chángyáng zài jīnsè màitián,12
179,Chinese,0,98,冬天雪花飞舞有你 ,11
180,Pinyin,1,98,dōngtiān xuěhuā fēiwǔ yǒu nǐ ,12
181,Chinese,0,99,更加温暖,11
182,Pinyin,1,99,gèngjiā wēnnuǎn,12
183,Chinese,0,100,你是我的小呀小苹果儿,11
184,Pinyin,1,100,nǐ shì wǒ de xiǎo ya xiǎo píngguǒ er,12
185,Chinese,0,101,怎么爱你都不嫌多,11
186,Pinyin,1,101,zěnme ài nǐ dōu bù xián duō,12
187,Chinese,0,102,红红的小脸儿温暖我的心窝,11
188,Pinyin,1,102,hóng hóng de xiǎo liǎn er wēnnuǎn wǒ de xīnwō,12
189,Chinese,0,103,点亮我生命的火,11
190,Pinyin,1,103,diǎn liàng wǒ shēngmìng de huǒ,12
191,Chinese,0,104,火火火火火,11
192,Pinyin,1,104,huǒ huǒ huǒ huǒ huǒ,12
193,Chinese,0,105,你是我的小呀小苹果儿,11
194,Pinyin,1,105,nǐ shì wǒ de xiǎo ya xiǎo píngguǒ er,12
195,Chinese,0,106,就像天边最美的云朵,11
196,Pinyin,1,106,jiù xiàng tiānbiān zuìměi de yúnduǒ,12
197,Chinese,0,107,春天又来到了花儿开满山坡,11
198,Pinyin,1,107,chūntiān yòu lái dàole huā er kāi mǎn shānpō,12
199,Chinese,0,108,种下希望就会收获,11
200,Pinyin,1,108,zhǒng xià xīwàng jiù huì shōuhuò,12
201,Chinese,0,109,你是我的小呀小苹果儿,11
202,Pinyin,1,109,nǐ shì wǒ de xiǎo ya xiǎo píngguǒ er,12
203,Chinese,0,110,怎么爱你都不嫌多,11
204,Pinyin,1,110,zěnme ài nǐ dōu bù xián duō,12
205,Chinese,0,111,红红的小脸儿温暖我的心窝,11
206,Pinyin,1,111,hóng hóng de xiǎo liǎn er wēnnuǎn wǒ de xīnwō,12
207,Chinese,0,112,点亮我生命的火,11
208,Pinyin,1,112,diǎn liàng wǒ shēngmìng de huǒ,12
209,Chinese,0,113,火火火火火,11
210,Pinyin,1,113,huǒ huǒ huǒ huǒ huǒ,12
211,Chinese,0,114,你是我的小呀小苹果儿,11
212,Pinyin,1,114,nǐ shì wǒ de xiǎo ya xiǎo píngguǒ er,12
213,Chinese,0,115,就像天边最美的云朵,11
214,Pinyin,1,115,jiù xiàng tiānbiān zuìměi de yúnduǒ,12
215,Chinese,0,116,春天又来到了花儿开满山坡,11
216,Pinyin,1,116,chūntiān yòu lái dàole huā er kāi mǎn shānpō,12
217,Chinese,0,117,种下希望就会收获,11
218,Pinyin,1,117,zhǒng xià xīwàng jiù huì shōuhuò,12
219,Chinese,0,118,对你的思念 ,13
220,Pinyin,1,118,Duì nǐ de sīniàn ,14
221,Chinese,0,119,是一天又一天,13
222,Pinyin,1,119,shì yītiān yòu yītiān,14
223,Chinese,0,120,孤单的我,13
224,Pinyin,1,120,gūdān de wǒ,14
225,Chinese,0,121,还是没有改变,13
226,Pinyin,1,121,háishì méiyǒu gǎibiàn,14
227,Chinese,0,122,美丽的梦,13
228,Pinyin,1,122,měilì de mèng,14
229,Chinese,0,123,何时才能出现,13
230,Pinyin,1,123,hé shí cáinéng chūxiàn,14
231,Chinese,0,124,亲爱的你,13
232,Pinyin,1,124,qīn'ài de nǐ,14
233,Chinese,0,125,好想再见你一面,13
234,Pinyin,1,125,hǎo xiǎng zàijiàn nǐ yīmiàn,14
235,Chinese,0,126,秋天的风,13
236,Pinyin,1,126,qiūtiān de fēng,14
237,Chinese,0,127,一阵阵的吹过,13
238,Pinyin,1,127,yīzhèn zhèn de chuīguò,14
239,Chinese,0,128,想起了去年的这个时候,13
240,Pinyin,1,128,xiǎngqǐle qùnián de zhège shíhòu,14
241,Chinese,0,129,你的心到底在想些什么,13
242,Pinyin,1,129,nǐ de xīn dàodǐ zài xiǎng xiē shénme,14
243,Chinese,0,130,为什么留下,13
244,Pinyin,1,130,wèishéme liú xià,14
245,Chinese,0,131,这个结局让我承受,13
246,Pinyin,1,131,zhège jiéjú ràng wǒ chéngshòu,14
247,Chinese,0,132,最爱你的人是我,13
248,Pinyin,1,132,zuì ài nǐ de rén shì wǒ,14
249,Chinese,0,133,你怎么舍得我难过,13
250,Pinyin,1,133,nǐ zěnme shědé wǒ nánguò,14
251,Chinese,0,134,在我最需要你的时候,13
252,Pinyin,1,134,zài wǒ zuì xūyào nǐ de shíhòu,14
253,Chinese,0,135,没有说一句话就走,13
254,Pinyin,1,135,méiyǒu shuō yījù huà jiù zǒu,14
255,Chinese,0,136,最爱你的人是我,13
256,Pinyin,1,136,zuì ài nǐ de rén shì wǒ,14
257,Chinese,0,137,你怎么舍得我难过,13
258,Pinyin,1,137,nǐ zěnme shědé wǒ nánguò,14
259,Chinese,0,138,对你付出了这么多,13
260,Pinyin,1,138,duì nǐ fùchūle zhème duō,14
261,Chinese,0,139,你却没有感动过,13
262,Pinyin,1,139,nǐ què méiyǒu gǎndòngguò,14
263,Chinese,0,140,最爱你的人是我,13
264,Pinyin,1,140,zuì ài nǐ de rén shì wǒ,14
265,Chinese,0,141,你怎么舍得我难过,13
266,Pinyin,1,141,nǐ zěnme shědé wǒ nánguò,14
267,Chinese,0,142,在我最需要你的时候,13
268,Pinyin,1,142,zài wǒ zuì xūyào nǐ de shíhòu,14
269,Chinese,0,143,没有说一句话就走,13
270,Pinyin,1,143,méiyǒu shuō yījù huà jiù zǒu,14
271,Chinese,0,144,最爱你的人是我,13
272,Pinyin,1,144,zuì ài nǐ de rén shì wǒ,14
273,Chinese,0,145,你怎么舍得我难过,13
274,Pinyin,1,145,nǐ zěnme shědé wǒ nánguò,14
275,Chinese,0,146,对你付出了这么多,13
276,Pinyin,1,146,duì nǐ fùchūle zhème duō,14
277,Chinese,0,147,你却没有感动过,13
278,Pinyin,1,147,nǐ què méiyǒu gǎndòngguò,14
279,Chinese,0,148,对你的思念 ,13
280,Pinyin,1,148,duì nǐ de sīniàn ,14
281,Chinese,0,149,是一天又一天,13
282,Pinyin,1,149,shì yītiān yòu yītiān,14
283,Chinese,0,150,孤单的我,13
284,Pinyin,1,150,gūdān de wǒ,14
285,Chinese,0,151,还是没有改变,13
286,Pinyin,1,151,háishì méiyǒu gǎibiàn,14
287,Chinese,0,152,美丽的梦,13
288,Pinyin,1,152,měilì de mèng,14
289,Chinese,0,153,何时才能出现,13
290,Pinyin,1,153,hé shí cáinéng chūxiàn,14
291,Chinese,0,154,亲爱的你,13
292,Pinyin,1,154,qīn'ài de nǐ,14
293,Chinese,0,155,好想再见你一面,13
294,Pinyin,1,155,hǎo xiǎng zàijiàn nǐ yīmiàn,14
295,Chinese,0,156,蝴蝶眨几次眼睛,15
296,Pinyin,1,156,Húdié zhǎ jǐ cì yǎnjīng,16
297,Chinese,0,157,才学会飞行,15
298,Pinyin,1,157,cái xuéhuì fēixíng,16
299,Chinese,0,158,夜空洒满了星星,15
300,Pinyin,1,158,yèkōng sǎ mǎnle xīngxīng,16
301,Chinese,0,159,但几颗会落地,15
302,Pinyin,1,159,dàn jǐ kē huì luòdì,16
303,Chinese,0,160,我飞行 但你坠落之际,15
304,Pinyin,1,160,wǒ fēixíng dàn nǐ zhuìluò zhī jì,16
305,Chinese,0,161,很靠近 还听见呼吸,15
306,Pinyin,1,161,hěn kàojìn hái tīngjiàn hūxī,16
307,Chinese,0,162,对不起 我却没捉紧你,15
308,Pinyin,1,162,duìbùqǐ wǒ què méi zhuō jǐn nǐ,16
309,Chinese,0,163,你不知道我为什么离开你,15
310,Pinyin,1,163,nǐ bù zhīdào wǒ wèishéme líkāi nǐ,16
311,Chinese,0,164,我坚持不能说放任你哭泣,15
312,Pinyin,1,164,wǒ jiānchí bùnéng shuō fàngrèn nǐ kūqì,16
313,Chinese,0,165,你的泪滴像 倾盆大雨 碎了满地,15
314,Pinyin,1,165,nǐ de lèi dī xiàng qīngpén dàyǔ suìle mǎn dì,16
315,Chinese,0,166,在心里清晰,15
316,Pinyin,1,166,zài xīnlǐ qīngxī,16
317,Chinese,0,167,你不知道我为什么狠下心,15
318,Pinyin,1,167,nǐ bù zhīdào wǒ wèishéme hěn xiàxīn,16
319,Chinese,0,168,盘旋在你看不见的高空里,15
320,Pinyin,1,168,pánxuán zài nǐ kàn bùjiàn de gāokōng lǐ,16
321,Chinese,0,169,多的是 你不知道的事,15
322,Pinyin,1,169,duō de shì nǐ bù zhīdào de shì,16
323,Chinese,0,170,我飞行 但你坠落之际,15
324,Pinyin,1,170,wǒ fēixíng dàn nǐ zhuìluò zhī jì,16
325,Chinese,0,171,你不知道我为什么离开你,15
326,Pinyin,1,171,nǐ bù zhīdào wǒ wèishéme líkāi nǐ,16
327,Chinese,0,172,我坚持不能说放任你哭泣,15
328,Pinyin,1,172,wǒ jiānchí bùnéng shuō fàngrèn nǐ kūqì,16
329,Chinese,0,173,你的泪滴像 倾盆大雨 碎了满地,15
330,Pinyin,1,173,nǐ de lèi dī xiàng qīngpén dàyǔ suìle mǎn dì,16
331,Chinese,0,174,在心里清晰,15
332,Pinyin,1,174,zài xīnlǐ qīngxī,16
333,Chinese,0,175,你不知道我为什么狠下心,15
334,Pinyin,1,175,nǐ bù zhīdào wǒ wèishéme hěn xiàxīn,16
335,Chinese,0,176,盘旋在你看不见的高空里,15
336,Pinyin,1,176,pánxuán zài nǐ kàn bùjiàn de gāokōng lǐ,16
337,Chinese,0,177,多的是 你不知道的事,15
338,Pinyin,1,177,duō de shì nǐ bù zhīdào de shì,16
339,Chinese,0,178,别哭,17
340,Pinyin,1,178,bié kū,18
341,Chinese,0,179,我亲爱的人,17
342,Pinyin,1,179,wǒ qīn'ài de rén,18
343,Chinese,0,180,我想我们,17
344,Pinyin,1,180,wǒ xiǎng wǒmen,18
345,Chinese,0,181,会一起死去,17
346,Pinyin,1,181,huì yīqǐ sǐqù,18
347,Chinese,0,182,别哭,17
348,Pinyin,1,182,bié kū,18
349,Chinese,0,183,夏日的玫瑰,17
350,Pinyin,1,183,xià rì de méiguī,18
351,Chinese,0,184,一切已经过去,17
352,Pinyin,1,184,yīqiè yǐjīng guòqù,18
353,Chinese,0,185,你看车辆穿梭,17
354,Pinyin,1,185,nǐ kàn chēliàng chuānsuō,18
355,Chinese,0,186,远处霓虹闪烁,17
356,Pinyin,1,186,yuǎn chù ní hóng shǎnshuò,18
357,Chinese,0,187,这多像我们的梦,17
358,Pinyin,1,187,zhè duō xiàng wǒmen de mèng,18
359,Chinese,0,188,宝贝看看远处,17
360,Pinyin,1,188,bǎobèi kàn kàn yuǎn chù,18
361,Chinese,0,189,月亮从旷野上升起,17
362,Pinyin,1,189,yuèliàng cóng kuàngyě shàngshēng qǐ,18
363,Chinese,0,190,求你再抱紧我　,17
364,Pinyin,1,190,qiú nǐ zài bào jǐn wǒ ,18
365,Chinese,0,191,我感觉冷,17
366,Pinyin,1,191,wǒ gǎnjué lěng,18
367,Chinese,0,192,我感觉疼,17
368,Pinyin,1,192,wǒ gǎnjué téng,18
369,Chinese,0,193,你看车辆穿梭,17
370,Pinyin,1,193,nǐ kàn chēliàng chuānsuō,18
371,Chinese,0,194,好像在寻找什么,17
372,Pinyin,1,194,hǎoxiàng zài xúnzhǎo shénme,18
373,Chinese,0,195,他们多像我们的命运,17
374,Pinyin,1,195,tāmen duō xiàng wǒmen de mìngyùn,18
375,Chinese,0,196,啊,17
376,Pinyin,1,196,ā,18
377,Chinese,0,197,别哭,17
378,Pinyin,1,197,bié kū,18
379,Chinese,0,198,亲爱的人,17
380,Pinyin,1,198,qīn'ài de rén,18
381,Chinese,0,199,我们要坚强,17
382,Pinyin,1,199,wǒmen yào jiānqiáng,18
383,Chinese,0,200,我们要微笑,17
384,Pinyin,1,200,wǒmen yào wéixiào,18
385,Chinese,0,201,因为无论我们怎样,17
386,Pinyin,1,201,yīn wéi wúlùn wǒmen zěnyàng,18
387,Chinese,0,202,我们永远是这美丽世界,17
388,Pinyin,1,202,wǒmen yǒngyuǎn shì zhè měilì shìjiè,18
389,Chinese,0,203,的孤儿,17
390,Pinyin,1,203,de gū'ér,18
391,Chinese,0,204,啊,17
392,Pinyin,1,204,ā,18
393,Chinese,0,205,啊,17
394,Pinyin,1,205,ā,18
395,Chinese,0,206,别哭,17
396,Pinyin,1,206,bié kū,18
397,Chinese,0,207,亲爱的人,17
398,Pinyin,1,207,qīn'ài de rén,18
399,Chinese,0,208,我们要坚强,17
400,Pinyin,1,208,wǒmen yào jiānqiáng,18
401,Chinese,0,209,我们要微笑,17
402,Pinyin,1,209,wǒmen yào wéixiào,18
403,Chinese,0,210,啊,17
404,Pinyin,1,210,ā,18
405,Chinese,0,211,啊,17
406,Pinyin,1,211,ā,18
407,Chinese,0,212,别哭,17
408,Pinyin,1,212,bié kū,18
409,Chinese,0,213,亲爱的人,17
410,Pinyin,1,213,qīn'ài de rén,18
411,Chinese,0,214,我们要坚强,17
412,Pinyin,1,214,wǒmen yào jiānqiáng,18
413,Chinese,0,215,我们要微笑,17
414,Pinyin,1,215,wǒmen yào wéixiào,18
415,Chinese,0,216,因为无论我们怎样,17
416,Pinyin,1,216,yīn wéi wúlùn wǒmen zěnyàng,18
417,Chinese,0,217,我们永远是这美丽世界,17
418,Pinyin,1,217,wǒmen yǒngyuǎn shì zhè měilì shìjiè,18
419,Chinese,0,218,的孤儿,17
420,Pinyin,1,218,de gū'ér,18
421,Chinese,0,219,對面的女孩看過來,19
422,Pinyin,1,219,duìmiàn de nǚhái kàn guòlái,20
423,Chinese,0,220,"看過來, 看過來",19
424,Pinyin,1,220,"kàn guòlái, kàn guòlái",20
425,Chinese,0,221,這裡的表演很精彩,19
426,Pinyin,1,221,zhèlǐ de biǎoyǎn hěn jīngcǎi,20
427,Chinese,0,222,請不要假裝不理不睬,19
428,Pinyin,1,222,qǐng bùyào jiǎzhuāng bù lǐ bù cǎi,20
429,Chinese,0,223,對面的女孩看過來,19
430,Pinyin,1,223,duìmiàn de nǚhái kàn guòlái,20
431,Chinese,0,224,"看過來, 看過來",19
432,Pinyin,1,224,"kàn guòlái, kàn guòlái",20
433,Chinese,0,225,不要被我的樣子嚇壞,19
434,Pinyin,1,225,bùyào bèi wǒ de yàngzi xià huài,20
435,Chinese,0,226,"其實我, 很可愛",19
436,Pinyin,1,226,"qíshí wǒ, hěn kě'ài",20
437,Chinese,0,227,寂寞男孩的悲哀,19
438,Pinyin,1,227,jìmò nánhái de bēi'āi,20
439,Chinese,0,228," 說出來, 誰明白",19
440,Pinyin,1,228,"shuō chūlái, shuí míngbái",20
441,Chinese,0,229,求求你拋個媚眼過來,19
442,Pinyin,1,229,qiú qiú nǐ pāo gè mèi yǎn guòlái,20
443,Chinese,0,230,哄哄我 逗我樂開懷,19
444,Pinyin,1,230,hōng hōng wǒ dòu wǒ lè kāihuái,20
445,Chinese,0,231,( 嘿嘿嘿，没人理我，嘿 ),19
446,Pinyin,1,231,"(hēi hēi hēi, méi rén lǐ wǒ, hēi)",20
447,Chinese,0,232,"我左看右看, 上看下看",19
448,Pinyin,1,232,"wǒ zuǒ kàn yòu kàn, shàng kàn xià kàn",20
449,Chinese,0,233,原來每個女孩都不簡單,19
